"","output_JJ1715_393_S43_R1_001.fastq_paired.fq_quant","output_JJ1715_394_S44_R1_001.fastq_paired.fq_quant"
"Mrgprf",106.737,177.866
"Mrgprg",0,0
"Mrgprh",0,1
"Mrgprx1",0,0
"Mrgprx2",1,8
"Mri1",197.001,364
"Mrm1",289.012,237.004
"Mrm2",83,164.179
"Mro",203.471,54.063
"Mroh1",749.052,711.849
"Mroh2b",0,1
"Mroh3",39.001,36
"Mroh4",0,0
"Mroh5",0,0
"Mroh6",20,1
"Mroh7",108.02,43
"Mroh8",4,1
"Mroh9",0,0
"Mrpl1",553.75,815.003
"Mrpl10",1091.829,1294.521
"Mrpl11",625.926,1038.25
"Mrpl12",1589.715,2755.919
"Mrpl13",856.996,1281.774
"Mrpl14",449.476,584.677
"Mrpl15",1498.026,2058.324
"Mrpl16",449.627,642.456
"Mrpl17",543.137,849.926
"Mrpl18",1086.074,1677.73
"Mrpl19",650.418,814.026
"Mrpl2",619.404,978.29
"Mrpl20",594.359,905.775
"Mrpl21",603.118,845.375
"Mrpl22",332.84,547.07
"Mrpl23",434.94,529.632
"Mrpl24",2028.948,2364.059
"Mrpl27",612.701,791.636
"Mrpl28",742.416,1171.864
"Mrpl3",746.113,983.989
"Mrpl30",989.54,1386.078
"Mrpl32",530.929,662.163
"Mrpl33",694.181,1089.103
"Mrpl34",419.589,711.783
"Mrpl35",601.334,917.807
"Mrpl36",640.997,1130.822
"Mrpl37",880.11,1256.741
"Mrpl38",597.995,889.99
"Mrpl39",782.785,1055.481
"Mrpl4",395.904,520.069
"Mrpl40",545.931,854.126
"Mrpl41",292.73,583.024
"Mrpl42",1286.366,1823.807
"Mrpl43",745.09,1186.608
"Mrpl44",486.848,630.876
"Mrpl45",729.883,1031.25
"Mrpl46",425.769,601.899
"Mrpl47",460.218,649.66
"Mrpl49",711.284,857.715
"Mrpl50",1131.004,1352.949
"Mrpl51",1456.949,2317.54
"Mrpl52",429.608,737.699
"Mrpl53",437.949,682.034
"Mrpl54",455.793,796.247
"Mrpl55",296.995,442.01
"Mrpl57",260,401.785
"Mrpl9",1578.849,1837.255
"Mrps10",399.297,725.003
"Mrps11",262.304,342.48
"Mrps12",318.855,625.203
"Mrps14",587.578,872.882
"Mrps15",718.882,1088.097
"Mrps16",415.822,664.3
"Mrps17",715.901,1007.468
"Mrps18a",484.025,823.249
"Mrps18b",605.153,856.702
"Mrps18c",619.215,978.672
"Mrps2",891.028,992.327
"Mrps22",469.95,709.205
"Mrps23",782.034,1171.452
"Mrps24",491.167,721.28
"Mrps25",539.542,907.78
"Mrps26",316.004,544.015
"Mrps27",394.996,524.942
"Mrps28",188,358.173
"Mrps30",728.108,1020.815
"Mrps31",996.328,1115.922
"Mrps33",764.478,1098.931
"Mrps34",510.601,742.035
"Mrps35",927.383,1247.332
"Mrps36",746.016,1120.778
"Mrps5",933.868,1515.877
"Mrps6",341.026,384.564
"Mrps7",756.673,1110.865
"Mrps9",787.527,1153.949
"Mrrf",392.431,415.544
"Mrs2",222.995,320.8
"Mrto4",412.321,665.259
"Mrvi1",2115.233,2697.745
"Ms4a1",26.012,23.003
"Ms4a10",681.848,352.969
"Ms4a12",205.992,171.01
"Ms4a13",0,0
"Ms4a14",29,22
"Ms4a15",9,9
"Ms4a18",2272.711,1754.75
"Ms4a2",2,7
"Ms4a3",0,0
"Ms4a4a",173,185
"Ms4a4b",77.001,84.028
"Ms4a4c",15,36
"Ms4a4d",307.665,296.198
"Ms4a5",5,1
"Ms4a6b",273.98,198.719
"Ms4a6c",237.989,204.87
"Ms4a6d",90,62.277
"Ms4a7",236.007,324.001
"Ms4a8a",5283.454,7228.171
"Msantd1",8,9
"Msantd2",140.097,133
"Msantd3",47,62.002
"Msantd4",1423.603,1491.086
"Msc",77,84.033
"Msgn1",0,0
"Msh2",852.584,958.167
"Msh3",405.001,397.011
"Msh4",8.687,10.491
"Msh5",11,13
"Msh6",937.654,985.255
"Msi1",182.03,266.127
"Msi2",1171.192,1449.939
"Msl1",3167.194,2845.625
"Msl2",1944.703,1699.453
"Msl3",1692.376,1712.502
"Msl3l2",40,52
"Msln",33.999,35
"Mslnl",0,4
"Msmb",0,0
"Msmo1",3459.166,9109.488
"Msmp",0,0
"Msn",1704.426,2342.631
"Msr1",169,142.005
"Msra",1470.995,1321.592
"Msrb1",1356.049,2337.258
"Msrb2",91,77.008
"Msrb3",146.75,193.394
"Mss51",14,20
"Mst1",1,9
"Mst1r",955.392,814.716
"Mstn",0,4
"Msto1",179.099,256.902
"Msx1",13,33
"Msx2",0,0
"Msx3",0,3
"mt-Nd6",3308,4071
"Mt1",946.83,776.718
"Mt2",594.998,247.166
"Mt3",14,24
"Mt4",0,0
"Mta1",866.358,820.857
"Mta2",2701.289,3048.343
"Mta3",1032.043,1063.086
"Mtap",460,597.184
"Mtap7d3",12,18
"Mtbp",178.151,210.19
"Mtch1",2384.209,2928.909
"Mtch2",6983.313,7307.997
"Mtcl1",137.116,99.537
"Mtcp1",102.356,68.633
"Mtdh",3086.422,4050.538
"Mterf1a",126.937,181
"Mterf2",147.013,154.34
"Mterf4",236.199,265.038
"Mtf1",1690.17,1090.887
"Mtf2",630.312,631.135
"Mtfmt",481.201,459.606
"Mtfp1",227.03,338.859
"Mtfr1",994.338,958.102
"Mtfr1l",1120.029,1369.483
"Mtfr2",94.057,104
"Mtg1",161.189,226.097
"Mthfd1",1140.741,1407.121
"Mthfd1l",251.782,482.259
"Mthfd2",774.506,526.339
"Mthfd2l",194.518,232.95
"Mthfr",209.379,207
"Mthfsd",275.607,370.702
"Mtif2",809.037,993.355
"Mtif3",461.839,593.791
"Mtl5",5,3
"Mtm1",1301.945,823.674
"Mtmr1",858.307,768.182
"Mtmr10",413.271,426.771
"Mtmr11",1902.138,2048.36
"Mtmr12",1225.035,964.385
"Mtmr14",556.916,524.104
"Mtmr2",910.816,1078.473
"Mtmr3",1865.698,1493.872
"Mtmr4",3281.599,1827.234
"Mtmr6",2088.782,2037.381
"Mtmr7",567.243,532.828
"Mtmr9",488.011,514.001
"Mtnr1a",3,2
"Mtnr1b",0,0
"Mto1",245.804,327.147
"Mtor",918.548,875.304
"Mtpap",628.062,759.283
"Mtpn",4061.132,4483.923
"Mtr",148,138
"Mtrf1",108.195,152.012
"Mtrf1l",210.04,185.205
"Mtrr",112.979,95.759
"Mtss1",956.084,930.107
"Mtss1l",524.929,796.143
"Mttp",26626.687,11487.981
"Mturn",507.474,375.536
"Mtus1",3126.705,2938.386
"Mtus2",195.145,347.449
"Mtx1",409,752.936
"Mtx2",877.46,1408.593
"Mtx3",443.019,409.641
"Muc1",6,17
"Muc13",80879.496,51807.212
"Muc15",0,0
"Muc2",62194.025,119887.472
"Muc20",3,0
"Muc3",42798.021,50877.254
"Muc3a",1241.124,3980.687
"Muc5ac",0,1
"Muc5b",0,0
"Mul1",919.655,1065.122
"Mum1",475.336,612.518
"Mum1l1",43,16
"Mup21",0,0
"Mup3",1,0
"Mup5",1,0
"Mup6",0,0
"Murc",0,0
"Mus81",126.999,169
"Musk",29.003,24
"Mustn1",634.505,873.013
"Mut",1187.388,1387.668
"Mutyh",31,36
"Mvb12a",642.852,916.775
"Mvb12b",318.801,279.015
"Mvd",426.542,1471.265
"Mvk",301.791,743.512
"Mvp",7461.265,7864.385
"Mx1",73,73
"Mx2",47,47
"Mxd1",20390.832,16279.06
"Mxd3",59.005,55
"Mxd4",1731.435,1540.049
"Mxi1",2333.677,1938.934
"Mxra7",249.217,352.852
"Mxra8",693.964,689.721
"Myadm",2929.634,6808.429
"Myadml2",0,1
"Myb",1523.385,1638.126
"Mybbp1a",1633.682,1981.006
"Mybl1",36,45
"Mybl2",172.239,278.934
"Mybpc1",0,0
"Mybpc2",11.013,20
"Mybpc3",1,1
"Mybph",0,0
"Mybphl",0,0
"Myc",894.253,899.129
"Mycbp",138.107,237
"Mycbp2",1308.419,1455.653
"Mycbpap",55.002,26
"Mycl",469.301,366.675
"Mycn",94,59.09
"Mycs",0,0
"Myct1",102,121.358
"Myd88",958.05,941.09
"Mydgf",978.284,1624.77
"Myef2",549.099,749.328
"Myf5",0,0
"Myf6",0,0
"Myg1",425.109,523
"Myh1",0,3
"Myh10",312.958,385.509
"Myh11",26590.602,36688.69
"Myh14",12750.362,12068.357
"Myh15",0,0
"Myh2",5,15
"Myh3",14,9
"Myh4",0,0
"Myh6",1,0
"Myh7",16,18
"Myh7b",4,3
"Myh8",16,10.082
"Myh9",10550.308,12631.041
"Myl1",49.012,54.044
"Myl12a",3423.952,4153.16
"Myl12b",11115.513,11771.646
"Myl2",0,0
"Myl3",0,0
"Myl4",15.614,30
"Myl6",18911.137,26650.726
"Myl6b",16,16
"Myl7",101,307.389
"Myl9",13890.915,22305.499
"Mylip",733.98,337.614
"Mylk",34721.158,45008.681
"Mylk2",1,0
"Mylk3",5,5
"Mylk4",0,3.009
"Mylpf",37,57.999
"Mynn",498.004,414.135
"Myo10",1574.847,1674.313
"Myo15",0,1
"Myo15b",19122.514,14037.295
"Myo16",3,13
"Myo18a",4455.018,4090.524
"Myo18b",75.11,82
"Myo19",356.393,382.014
"Myo1a",37771.082,23608.19
"Myo1b",908.014,1259.172
"Myo1c",2239.756,4049.541
"Myo1d",7836.179,7702.487
"Myo1e",3931.904,3015.274
"Myo1f",246.453,190.001
"Myo1g",179.617,119.037
"Myo1h",33.005,28.01
"Myo3a",0,0
"Myo3b",4,6
"Myo5a",421.083,319.785
"Myo5b",8078.835,6371.274
"Myo5c",851.556,970.643
"Myo6",7082.342,6725.048
"Myo7a",1055.275,775.317
"Myo7b",8535.803,5521.659
"Myo9a",383.17,374.119
"Myo9b",780,916.147
"Myoc",2,3
"Myocd",138,204.949
"Myod1",0,0
"Myof",956.508,1109.857
"Myog",0,0
"Myom1",729.883,1298.974
"Myom2",1,1
"Myom3",128.458,86
"Myot",0,2
"Myoz1",0,2
"Myoz2",0,1
"Myoz3",0,0
"Mypn",16,19.011
"Mypop",53,47
"Myrf",760.384,713.039
"Myrfl",3103.127,2468.554
"Myrip",195,352.326
"Mysm1",616.405,483.658
"Myt1",17,13.001
"Myt1l",17,15
"Myzap",868.172,937.734
"Mzb1",436,210.003
"Mzf1",4.003,11.012
"Mzt1",876.548,851.569
"Mzt2",272.432,366.79
"N4bp1",1515.708,1253.804
"N4bp2",622.076,494.256
"N4bp2l1",183,139
"N4bp2l2",1252.679,1370.168
"N4bp3",72,113
"N6amt1",79,116.002
"Naa10",783.174,1173.602
"Naa11",0,0
"Naa15",1200.509,1470.449
"Naa16",297.018,349.844
"Naa20",630.32,767.896
"Naa25",657.139,769.252
"Naa30",1015.889,933.216
"Naa35",1174.366,1300.704
"Naa38",308.073,473.102
"Naa40",557.058,672.671
"Naa50",2372.848,3088.001
"Naa60",1173.066,1313.43
"Naaa",771.216,1383.972
"Naalad2",106,59
"Naaladl1",55246.979,28481.848
"Naaladl2",42,48
"Nab1",1366.235,1845.1
"Nab2",196.2,236.349
"Nabp1",304.23,266
"Nabp2",1280.206,1675.407
"Naca",9522.784,11958.38
"Nacc2",1758.861,2014.131
"Nadk",4091.352,7006.825
"Nadk2",1064.007,926.332
"Nadsyn1",720.703,761.565
"Nae1",987.087,960.743
"Naf1",84,78
"Naga",1049.183,1283.739
"Nagk",712.794,967.534
"Naglu",238.048,322.201
"Nagpa",299.066,351.084
"Nags",677.91,471.753
"Naif1",212.236,227.002
"Naip2",4120.237,2854.318
"Nalcn",14,21
"Nampt",2206.074,2211.549
"Nanog",1.001,4.107
"Nanos1",35.29,28
"Nanos2",0,0
"Nanos3",3,0
"Nans",1473.627,2366.846
"Nap1l1",2920.817,3589.094
"Nap1l2",9,11
"Nap1l3",37,53
"Nap1l4",1684.142,2020.297
"Nap1l5",115,144
"Napa",1562.794,1919.844
"Napb",138.045,173.98
"Napepld",278.456,321.078
"Napg",669.965,750.178
"Naprt",1261.445,953.57
"Napsa",64,75
"Narf",1168.39,956.157
"Narfl",392.583,482.196
"Nars",7200.227,6551.165
"Nars2",229.151,291.998
"Nasp",1392.728,1966.531
"Nat1",2,0
"Nat10",597.158,647.176
"Nat14",70.084,76
"Nat2",685.566,702.425
"Nat3",0,0
"Nat6",321.125,393.388
"Nat8",186.017,223.006
"Nat8f1",70.346,68
"Nat8f2",729.091,546.025
"Nat8f4",1996.345,1439.438
"Nat8f5",87,58
"Nat8l",21.009,12
"Nat9",312.561,365.465
"Natd1",252.381,275
"Nav1",629.573,838.387
"Nav2",567.15,847.009
"Nav3",6,9
"Nbas",1057.035,1092.521
"Nbea",386.678,429.839
"Nbeal1",1425.061,1201.568
"Nbeal2",446.954,481.964
"Nbl1",2614.536,2761.035
"Nbn",618.514,666.026
"Nbr1",5546.052,4046.071
"Ncald",813.387,1258.826
"Ncam1",327.021,318.045
"Ncam2",29,29
"Ncan",14.938,15.136
"Ncapd2",1222.406,1594.087
"Ncapd3",416.232,378.514
"Ncapg",494.715,637.732
"Ncapg2",435.792,533.196
"Ncaph",484.697,662.413
"Ncaph2",1612.167,1836.627
"Ncbp1",1051.572,1454.491
"Ncbp2",804.811,1040.701
"Ncbp3",1041.521,1112.747
"Nccrp1",0,5
"Ncdn",561.998,699.081
"Nceh1",305,246.912
"Ncf1",271.09,205.371
"Ncf2",630.387,872.232
"Ncf4",105.56,107.001
"Nck1",756.491,714.632
"Nck2",1274.535,1178.375
"Nckap1",6310.972,6805.983
"Nckap1l",413.052,369.101
"Nckap5",585.073,424.845
"Nckap5l",73,77
"Nckipsd",77,154
"Ncl",12034.356,15218.865
"Ncln",1548.44,1248.746
"Ncmap",9,18
"Ncoa1",1352.574,1236.451
"Ncoa2",1828.867,1537.207
"Ncoa3",1242.969,1244.464
"Ncoa5",803.237,777.833
"Ncoa6",1674.806,1461.314
"Ncoa7",361.199,291
"Ncor1",6766.046,6130.008
"Ncor2",1052.377,1148.108
"Ncr1",17,0
"Ncs1",126,174
"Ncstn",4340.371,4187.142
"Ndc1",480.606,671.506
"Ndc80",309.563,407.162
"Nde1",521.132,694.873
"Ndel1",574.034,741.106
"Ndfip1",1969.149,1593.752
"Ndfip2",2985.095,2601.628
"Ndn",161.93,226.23
"Ndnf",17,75
"Ndnl2",431.005,533.97
"Ndor1",437.998,462.942
"Ndp",1,1
"Ndrg1",2808.527,2898.997
"Ndrg2",970.136,1179.503
"Ndrg3",1684.353,1890.879
"Ndrg4",318.305,465.551
"Ndst1",1163.48,1334.197
"Ndst2",445.682,418.685
"Ndst3",19,19
"Ndst4",20.145,20.019
"Ndufa1",987.988,1588.848
"Ndufa10",2693.265,3821.588
"Ndufa11",802.044,1245.703
"Ndufa12",1527.208,2292.32
"Ndufa13",1545.825,2322.953
"Ndufa2",767.322,1256.999
"Ndufa3",1255.034,2033.766
"Ndufa4",2166.85,2140.194
"Ndufa4l2",16,45.84
"Ndufa5",1210.842,2123.217
"Ndufa6",2027.659,2479.846
"Ndufa7",737.43,1055.56
"Ndufa8",1839.184,2894.841
"Ndufa9",2974.37,4275.052
"Ndufab1",1894.051,3063.978
"Ndufaf1",390.786,493.949
"Ndufaf2",178,262.018
"Ndufaf3",149.207,290.996
"Ndufaf4",484.948,880.809
"Ndufaf5",211.235,360.234
"Ndufaf6",100.001,151.387
"Ndufaf7",370.282,509.913
"Ndufb10",2226.083,3506.673
"Ndufb11",1741.182,2250.733
"Ndufb2",655.06,924.375
"Ndufb3",1239.496,1913.436
"Ndufb4",1217.274,1749.69
"Ndufb5",2060.612,3181.463
"Ndufb6",747.034,1279.404
"Ndufb7",1142.488,1821.241
"Ndufb8",2744.781,3914.048
"Ndufb9",2908.025,4277.362
"Ndufc1",957.226,1567.411
"Ndufc2",1425.059,2222.948
"Ndufs1",3346.846,4339.237
"Ndufs2",5350.506,7694.776
"Ndufs3",1611.804,2452.045
"Ndufs4",2063.644,2934.28
"Ndufs5",940.887,1600.809
"Ndufs6",1361.369,2036.994
"Ndufs7",1067.461,1530.464
"Ndufs8",1512.226,2258.661
"Ndufv1",2849.621,3825.733
"Ndufv2",3618.889,5613.741
"Ndufv3",1585.426,2257.837
"Neb",24,15.999
"Necab1",61,79
"Necab2",18.469,14
"Necab3",1,2
"Necap1",937.156,867.546
"Necap2",1142.73,1244.273
"Nectin1",600.765,913.059
"Nectin2",3527.184,3278.867
"Nectin3",4932.956,4442.737
"Nectin4",28.01,53
"Nedd1",323.007,428.333
"Nedd4",8838.077,8656.931
"Nedd4l",2583.881,2489.523
"Nedd8",850.362,1425.737
"Nedd9",1532.87,2055.825
"Nefh",37,52
"Nefl",46,83.749
"Nefm",29,33.074
"Negr1",78,94
"Neil1",66,85
"Neil2",11,13
"Neil3",278.844,374.656
"Nek1",478.528,572.955
"Nek10",0,1
"Nek11",3,9
"Nek2",647.03,1077.212
"Nek3",300.158,271
"Nek4",176.007,171
"Nek5",20,13
"Nek6",1328.061,1473.879
"Nek7",257.906,177
"Nek8",130,127
"Nek9",1941.434,2098.131
"Nelfa",512.517,698.927
"Nelfb",1408.101,1475.233
"Nelfcd",684.747,865.828
"Nelfe",741.688,908.207
"Nell1",77.001,89
"Nell2",58.026,65
"Nemf",1284.993,1621.749
"Nemp1",94,72
"Nemp2",93.441,101.063
"Nenf",194.372,261.282
"Neo1",2279.815,2647.579
"Nepn",1,0
"Nepro",202.893,232.042
"Nes",219.996,349.525
"Net1",10195.917,10826.715
"Neto1",12,67
"Neto2",102.03,151.054
"Neu1",3529.17,2242.56
"Neu2",19,18
"Neu3",65.493,59.986
"Neu4",0,0
"Neurl1a",112,124
"Neurl1b",1256.807,849.358
"Neurl2",15,25
"Neurl3",5824.814,3820.68
"Neurl4",719.795,757.012
"Neurod1",51.659,38
"Neurod2",0,2
"Neurod4",0,0
"Neurod6",3,1
"Neurog1",0,0
"Neurog2",0,0
"Neurog3",12.128,11
"Nexn",461.994,827.257
"Nf1",1089.53,935.545
"Nf2",2074.585,2275.552
"Nfam1",101,75.941
"Nfasc",47,69
"Nfat5",1905.431,1560.517
"Nfatc1",447.716,478.013
"Nfatc2",168.001,211.008
"Nfatc2ip",241.07,280.886
"Nfatc3",2387.574,2133.164
"Nfatc4",187.733,249.187
"Nfe2",3,7
"Nfe2l1",3937.585,4218.225
"Nfe2l2",4048.826,2784.468
"Nfe2l3",10,14
"Nfia",1411.144,1783.613
"Nfib",456.736,516.963
"Nfic",878.564,1136.789
"Nfil3",802.935,892.175
"Nfix",1669.147,1953.747
"Nfkb1",2043.368,2039.076
"Nfkb2",650.494,900.358
"Nfkbia",2477.941,1501.216
"Nfkbib",599.961,682.969
"Nfkbid",27,21
"Nfkbie",150.008,123.008
"Nfkbil1",191.21,231.558
"Nfrkb",411.382,429.087
"Nfs1",707.972,838.743
"Nfu1",450.86,645.41
"Nfx1",1334.82,1543.796
"Nfya",934.326,897.18
"Nfyb",633.936,845.112
"Nfyc",770.964,854.001
"Ngb",37,32
"Ngdn",739.896,929.273
"Ngef",926.443,780.775
"Ngf",19,22
"Ngfr",139.471,212.94
"Ngfrap1",413.069,636.803
"Ngly1",1198.306,1200.358
"Ngp",0,0
"Ngrn",497.884,578.081
"Nhej1",131.001,140.975
"Nhlh1",0,0
"Nhlh2",2,0
"Nhlrc1",96.819,133
"Nhlrc2",694.181,524.174
"Nhlrc3",874.156,711.498
"Nhlrc4",0,0
"Nhp2",511.781,1066.569
"Nhs",112,177
"Nhsl1",3223.866,3423.926
"Nhsl2",199.259,207.003
"Nicn1",184.016,212.817
"Nid1",1536.452,1886.393
"Nid2",336.155,217
"Nif3l1",446.046,550.429
"Nifk",798.306,1213.352
"Nim1k",24,35
"Nin",399.246,481.486
"Ninj1",198.976,241
"Ninj2",0,0
"Ninl",79.004,70.991
"Nip7",491.076,681.868
"Nipa1",132.067,138.896
"Nipa2",2025.819,1947.972
"Nipal1",3856.803,3439.084
"Nipal2",540.398,961.856
"Nipal3",1380.826,1407.542
"Nipal4",42.05,112
"Nipbl",3624.14,3278.377
"Nipsnap1",729.217,953.048
"Nipsnap3a",0,0
"Nipsnap3b",1329.586,1235.693
"Nisch",2751.667,3039.041
"Nit1",947.647,985.445
"Nit2",302.126,370.883
"Nkain1",45,47.18
"Nkain2",18,29
"Nkain3",0,1
"Nkain4",25,21
"Nkap",551.427,514.241
"Nkapl",0,13
"Nkd1",273.315,305.672
"Nkd2",1022.591,904.696
"Nkg7",192.506,106
"Nkiras1",228.485,301.999
"Nkiras2",930.81,990.063
"Nkpd1",0,4
"Nkrf",185.979,246.195
"Nktr",2371.843,2412.661
"Nkx1-1",0,0
"Nkx1-2",1,3
"Nkx2-1",0,0
"Nkx2-2",27,20
"Nkx2-3",424.836,588.471
"Nkx2-4",1,0
"Nkx2-5",0,0
"Nkx2-6",0,0
"Nkx2-9",0,0
"Nkx3-1",1,0
"Nkx3-2",12,20
"Nkx6-1",0,0
"Nkx6-2",0,0
"Nkx6-3",0,0
"Nle1",107.4,154.15
"Nlgn1",26,13
"Nlgn2",245.06,478.445
"Nlgn3",46.062,40.074
"Nlk",496.952,530
"Nln",701.162,802.766
"Nlrc3",45.974,34.967
"Nlrc4",2158.603,1747.973
"Nlrc5",622.442,515.148
"Nlrp10",16,47
"Nlrp12",0,0
"Nlrp14",0,0
"Nlrp1a",18.041,7.043
"Nlrp1b",436.959,338.78
"Nlrp2",0,2
"Nlrp3",22.073,22
"Nlrp4a",0,0
"Nlrp4b",0,0
"Nlrp4e",0,0
"Nlrp4f",1,0
"Nlrp4g",0,0
"Nlrp5",1,6
"Nlrp6",6894.991,4790.295
"Nlrp9c",18.514,12
"Nlrx1",271.697,370.376
"Nmb",12,13
"Nmbr",9,4
"Nmd3",711.001,873.627
"Nme1",869.147,1738.854
"Nme2",2335.067,3150.588
"Nme3",167.958,247.681
"Nme4",63,62
"Nme6",149.914,214.429
"Nme7",247.214,271.012
"Nme8",0,1
"Nmi",1860.538,1548.814
"Nmnat1",197.945,212.745
"Nmnat2",56.001,36
"Nmnat3",39,32
"Nmral1",74.828,166.771
"Nmrk1",127.199,138.69
"Nmrk2",2,4
"Nms",0,0
"Nmt1",3559.901,4486.063
"Nmt2",704.562,876.574
"Nmu",107,339.011
"Nmur1",21,82.336
"Nmur2",65,66.021
"Nnat",67,81.908
"Nnmt",24,56.003
"Nnt",1396.099,2043.394
"Noa1",536.83,596.293
"Nob1",420.357,450.404
"Nobox",1,0
"Noc2l",1153.262,1368.378
"Noc3l",360.068,392.363
"Noc4l",318,545.246
"Noct",1819.446,1750.033
"Nod1",284,286.002
"Nod2",66,57
"Nodal",1,0
"Nog",40,26
"Nol10",245.549,383.388
"Nol11",574.655,652.231
"Nol12",266.847,462.576
"Nol3",66.195,114.939
"Nol4",0,1
"Nol4l",3128.993,2843.836
"Nol6",567.038,811.11
"Nol7",1024.048,1330.271
"Nol8",433,575.189
"Nol9",534.379,481.835
"Nolc1",984.596,1328.735
"Nom1",799.631,1015.307
"Nomo1",3425.238,3615.816
"Nop10",616.316,1005.004
"Nop14",516.038,595.041
"Nop16",489.878,689.878
"Nop2",674.922,904.478
"Nop56",931.044,1226.314
"Nop58",1353.328,2024.411
"Nop9",401.499,541.952
"Nos1",188.357,224.259
"Nos1ap",152.283,136.167
"Nos2",5978.113,2003.793
"Nos3",86,100
"Nosip",681.055,712.014
"Nostrin",2281.294,2055.011
"Notch1",697.624,638.29
"Notch2",690.215,632.513
"Notch3",137.558,191.001
"Notch4",205,285.875
"Noto",0,0
"Notum",11,20.016
"Nov",84,70.009
"Nova1",61,39.002
"Nova2",0,0
"Nox1",127.911,203.254
"Nox3",0,0
"Nox4",70.56,53.888
"Noxa1",423.999,524.152
"Noxo1",963.7,1328.155
"Noxred1",7,9
"Npas1",4,1
"Npas2",1352.05,1248.017
"Npas3",2,4
"Npas4",15,37
"Npat",387.125,329.006
"Npb",0,3
"Npbwr1",0,0
"Npc1",894.96,1102.84
"Npc1l1",17042.184,8289.919
"Npc2",2709.271,3685.363
"Npcd",0,1.289
"Npdc1",855.571,1562.778
"Npepl1",987.688,1268.487
"Npepps",6059.319,5432.071
"Npff",12.537,16
"Npffr1",0,1
"Npffr2",0,0
"Nphp1",116,140.002
"Nphp3",84.001,89
"Nphp4",13,24
"Nphs1",0.996,6.931
"Nphs2",0,5
"Npl",325.166,172.29
"Nploc4",1777.267,1865.979
"Npm1",10114.019,11882.546
"Npm2",0,0
"Npm3",422,657.734
"Npnt",1208.908,864.326
"Nppa",0,0
"Nppb",0,0
"Nppc",0,14
"Npr1",137.033,173.051
"Npr2",258.114,289.184
"Npr3",123,195.273
"Nprl2",273.748,284.157
"Nprl3",124.14,224.283
"Nps",0,2
"Npsr1",0,0
"Nptn",4256.731,5263.954
"Nptx1",53,33
"Nptx2",40,112.599
"Nptxr",91.031,126.878
"Npvf",0,1
"Npw",0,0
"Npy",60,116
"Npy1r",60.865,62.668
"Npy2r",32.087,25
"Npy4r",35,106.001
"Npy5r",0,1
"Npy6r",0,0
"Nqo1",543.85,643.247
"Nqo2",1081.249,1065.86
"Nr0b1",0,0
"Nr0b2",33.789,0
"Nr1d1",1377.921,667.177
"Nr1d2",186,54.135
"Nr1h2",1167.699,1068.759
"Nr1h3",657.146,455.677
"Nr1h4",3189.16,2458.101
"Nr1h5",0,1
"Nr1i2",1729.08,1413.842
"Nr1i3",53.001,23.001
"Nr2c1",416.302,394.99
"Nr2c2",1167.6,674.472
"Nr2c2ap",199.006,302.012
"Nr2e1",0,0
"Nr2e3",24,28
"Nr2f1",35,41
"Nr2f2",907.466,688.719
"Nr2f6",695.591,834.124
"Nr3c1",5770.276,4103.979
"Nr3c2",1206.653,909.265
"Nr4a1",79,123.103
"Nr4a2",89.16,166.01
"Nr4a3",44,105.855
"Nr5a1",0,0
"Nr5a2",1651.537,1073.206
"Nr6a1",363.075,366.262
"Nradd",31,59
"Nrap",52,65
"Nrarp",840.053,759.638
"Nras",1815.762,2100.969
"Nrbp1",1847.812,2016.006
"Nrcam",20,33.003
"Nrd1",2764.776,3282.244
"Nrde2",334,390.21
"Nrep",287.274,452.138
"Nrf1",528.543,611.49
"Nrg1",53,78
"Nrg2",39,13
"Nrg3",7.001,7.006
"Nrg4",14,15
"Nrgn",61,215.036
"Nrip1",2961.172,1944.92
"Nrip3",81,62.438
"Nrk",17.451,10.088
"Nrl",0,0
"Nrm",169.092,228
"Nrn1",57.025,51
"Nrn1l",0,1.935
"Nrp1",1157.016,1124.033
"Nrp2",1341.334,1974.725
"Nrros",84.001,116
"Nrsn1",48,66
"Nrsn2",16,28
"Nrtn",9,28.997
"Nrxn1",38.68,48.483
"Nrxn2",67.039,67.013
"Nrxn3",14,32
"Nsa2",3468.924,3831.727
"Nsd1",4229.767,3489.196
"Nsdhl",775.707,1556.125
"Nsf",1248.373,1576.846
"Nsfl1c",1338.354,1694.483
"Nsg1",148.081,177
"Nsg2",183,253.038
"Nsl1",161.868,188.635
"Nsmaf",536.11,462.829
"Nsmce1",554,780.389
"Nsmce2",413.35,535.238
"Nsmce4a",1499.536,1940.721
"Nsmf",384.165,443.238
"Nsrp1",765.212,853.461
"Nsun2",2033.94,2707.237
"Nsun3",385.046,328.146
"Nsun5",171.246,164.538
"Nsun7",2.001,4.216
"Nt5c",1198.291,1709.481
"Nt5c1a",2,11
"Nt5c1b",0,0
"Nt5c2",260.008,389.611
"Nt5c3",977.055,1261.769
"Nt5c3b",216.03,214
"Nt5dc1",345.751,365.085
"Nt5dc2",30,40
"Nt5dc3",258.127,261.207
"Nt5e",1373.32,760.265
"Nt5m",173.987,217
"Ntan1",721.019,912.472
"Ntf3",43,68
"Ntf5",3,0
"Nthl1",43,53
"Ntm",9.923,4.064
"Ntmt1",154,246.213
"Ntn1",893.138,956.292
"Ntn5",0,0
"Ntng1",3,9
